pca1,pca2,cluster
0.061263449561173466,2.06664446414561,0
0.23400340240114773,1.1908822344634904,0
0.8652288195173757,-0.3274831271938055,1
0.7283060476337925,0.004105307111437486,1
0.06114315166803153,1.2580626612767514,0
0.6524798269839386,-0.10477962623194899,1
-0.16420618248402605,0.7169976711560138,0
-0.17402441307517116,0.5530154730506853,0
0.10340894254089951,0.41405759657585123,1
-0.21284968919978692,1.444862475703476,1
-0.13148576816530289,0.9253682236133544,1
1.0068064186524428,0.25218669458362064,2
0.6501127503416078,0.2956488931196774,0
0.7004653457596343,1.0420610812808764,2
0.8395183467383307,0.2976416334390182,2
0.9978703154621993,-0.5220229752216405,2
0.39559833518996457,0.47892979074447994,0
0.2726564879086873,0.7560076971299742,0
0.2696216208654506,1.7105734120314076,2
0.7692497695867999,0.07939198809913145,2
-0.010236532993922132,1.7712894904658847,0
0.8550592388220761,-0.659697816305447,2
0.5238945955207095,0.4292244321996407,2
0.8450792846468809,2.0035744615690296,0
1.9285832952586333,-1.2781896451311805,1
1.6789400546278768,-0.507112948529083,1
1.4032330399283914,0.3655843579025924,1
1.4902688693149955,-0.17602421976908245,1
1.7684716253661916,-0.8441979989156804,2
1.5725382107263994,-0.2825316991597835,2
1.301739614713693,0.5710280679832969,2
1.0867351829181047,0.06205505191850996,0
1.1440751012225905,0.7812242164513599,2
1.4392303841828868,-0.5718257792508545,2
1.307689768456895,-0.26122194945799926,2
1.3683332686427432,-0.6999289066225501,2
-0.967546955886354,-0.3989479043873578,0
-0.5978019795242138,-0.8978215463163951,1
-1.1255351174231865,-0.18748987758613606,0
-0.7927040753362893,-0.5424389864691649,1
-0.975550528043388,-0.03179772433482145,1
-0.5860606099141543,-1.752651059976952,1
-0.8972431388328828,-0.7416375074225716,1
-1.017628867507107,-0.4745257069034231,1
-0.5100429081295449,-2.6558262401949806,1
-1.6209924857164757,0.3284205609884965,0
-0.8071867050813593,-1.9018113106672865,1
-1.0345576800774596,-1.217572430035799,1
-1.249516109715846,-0.5817290897225579,1
-1.2469023789383673,-0.7941825296490334,1
-1.8825338504552176,0.336836274909311,0
-1.7194128656166872,-0.5014223533503926,0
-2.151929154955477,0.9826620098352292,0
-1.2051134929379763,-1.7661649518407148,1
-2.078634613424697,0.29236692648486845,0
-1.7007690589840858,-1.383163927317004,0
2.9150388839382564,0.46241314925720267,2
2.797747886486997,0.7174588355863164,2
-0.20513981082137295,-0.30266827305289107,1
-0.0781004810487108,-1.000247359593667,1
-0.38540057676158496,-0.0043711094483885925,1
0.009184444210842585,-1.7450898512556086,1
-1.0120356113593487,0.8893085847980837,0
-0.48524551521989495,-0.2218716555708581,1
-1.1935346692332254,1.1924337514812564,0
-0.9715653226468566,0.12472997868811989,0
-0.2543059690748672,-1.7290749499950009,1
-1.2322545290884725,0.7366113204642784,0
-1.1799706305159936,1.4754935091785937,1
-0.7645955801713984,-0.34628392572513583,1
-0.8812200524867794,-0.09383696859757619,1
-0.42007287465138565,-2.094076336778758,1
-1.1622418794905274,0.5973196652183846,1
-0.7814831285616195,-1.089491534657806,1
-1.1433822891343914,-1.0257335302754085,0
-0.871403973385009,-1.143422634375375,1
-0.9039391356147807,-1.2188332986542445,1
-1.201060610247193,-1.4076384085487654,0
2.2169574274450574,1.3077058232039127,2
0.9669378907395645,0.9015677047456561,1
0.07891843859355413,0.564306139277826,2
-0.722123041430092,2.3402455870266454,0
0.38222849516118174,-1.0228013875303235,2
-0.12998599207553233,-0.37297571995985807,0
-0.8938345607542189,2.4029472002189762,0
0.9071978004138985,0.4416318797442865,2
0.8779662623989442,0.3533406438923273,2
0.3066141906774228,1.23373911275194,0
0.4073750946401085,0.6386175463358128,0
1.0464278192888303,-0.9102658731698302,2
0.985481523070032,-0.8749037554908045,2
0.33189131813042555,0.32613474143345417,0
0.7759440378530075,-0.4624589608151637,2
0.5096469786999683,0.37354966735458855,2
0.8654241016928641,-1.2158601255457928,2
0.09689873021543574,0.43330156657030555,0
0.13111538526012168,0.09763080485601248,0
0.1998706215296095,-0.37270317475824755,0
-0.04320371730593714,0.37276188921612835,0
-0.04154919501730749,0.16404832791711146,0
-0.3444027969751795,1.1425880478348338,0
-0.24748411391049058,0.5624469991950014,0
0.3810427757296952,-0.945397015590795,2
0.37949699567449824,-1.141632849183874,2
-0.39547185902164644,0.532651478371971,0
2.27590623433337,0.03996067624883077,1
2.0988092184909415,-0.08057167404863716,2
1.4611157320783361,1.0584867647787712,0
2.182457002827158,-0.811233238662517,2
1.3221006571305267,1.19597021581663,0
1.7253140517552692,0.5666058373999029,2
1.3552771834339807,0.6620921257153269,0
1.7714415440731863,-0.017767052909590412,2
1.038880448525877,1.4911727495269802,0
1.4442585974785482,0.8533681638572557,2
-0.4276316882920824,-0.17678535874282597,2
-0.20190364061212146,-1.2591440121488382,2
-1.2294259656130078,1.3998264778663607,0
-1.1736752951305272,0.9801962797673767,0
-1.236790960393025,1.0240165971140622,0
-0.5528801309818285,-0.6997650527760636,2
1.1716845480413658,0.6728784406349186,2
-0.13336356567013302,0.7161643776102063,0
0.42419971355237857,-0.5149980887806276,2
-0.09328264204257704,0.1553665841408958,0
0.36906021364722935,-0.7045389229888566,2
-0.3308968358233383,0.6772802622840887,0
0.41886655999800476,-1.303255376487136,2
0.10466958094436343,-0.2804887194052461,2
-0.43935663730018404,0.49336839104936014,0
0.17859406452077864,-0.9732398973590182,2
-0.3159080414410703,-0.3924734144614714,0
0.1439026871567181,-1.2425063567593417,2
-0.7624507078143612,0.9440359833817323,0
-0.2965647281998174,0.07031611410381464,2
-0.5211004342596742,-0.40149521153831547,0
-0.21259194331821932,-0.6616126021332231,2
-0.8592250930729678,0.5123008825560912,0
-0.5752185735575207,-0.7972809593352456,0
-0.10684196253704907,-1.6807116050212274,2
-0.5160860908757451,-1.4323592865518555,0
-0.4078957887210953,-0.9114517783430376,2
-1.3490039201199333,1.416744332529818,0
-1.2976935177275093,1.0144263912792877,0
-0.5094874192905338,-1.1159943283323392,1
-1.0616368595950905,0.8345303026716405,1
-0.7997931237183739,-0.3886405849599944,1
-1.0921847773831996,-0.5958868956508159,0
-1.4662960819976987,0.6604810152236833,0
-1.6855253477445011,1.3129760103845671,0
-0.9425324002012186,-0.6411621818379682,1
-0.8774867625819854,-1.0970327274127913,1
-1.4689543334293964,-0.13820550595547534,0
-1.329001475307296,0.2588622889928215,1
-1.3559212714913993,-0.9834379620307971,0
-1.3817919766643925,0.060162893775252274,1
-1.1828371581795922,-0.9178090399352502,1
-1.5791016531726754,-0.7200632933486512,0
-1.8169454722412801,0.005008384501340057,0
-1.9313044376550526,0.24862230799736032,0
-1.5828079341807861,-0.16740520554217153,1
-1.5416896733251175,-0.5299847867338987,1
-0.5286741198473913,-0.9283555970256091,1
-0.17413248316400656,-2.5129483257557412,1
-1.4230732437237812,1.0093152694587357,0
-0.6492303037825444,-1.0651046222771217,1
-1.6106851635161474,1.3362740050764321,0
-1.7794525097884442,1.792021936030596,0
-1.339497112180609,-0.12559234399488992,0
-0.8518721707950639,-1.0840707193282348,1
-0.8031186888910834,-1.476419428239779,1
-1.5679798533283633,0.15845580816276142,0
-1.1578384996759996,-0.49792013885508923,1
-1.0680920529729503,-1.0500972007372702,1
-2.0293338356120523,1.3504506557453355,0
-2.190753609224482,1.7775509774739688,0
-1.896312951141068,0.42728724808901436,0
-1.908668889446146,0.27319937322249527,0
-1.2667597036810492,-1.2868211640250165,1
-1.6645129532374277,0.06172483495812667,1
-1.900408327457829,0.7791996792424594,1
-1.4655619836084648,-1.1184948010940712,1
0.26619196616481333,1.664336863233764,0
1.0509183583416917,-0.4525167547276478,2
0.8756010737871778,0.028768871605151507,2
0.8145384520094676,0.06458453351012883,2
0.6493663666942576,0.5063148241182562,2
-0.12106916791004126,2.1629240923726023,0
0.6216850150148362,0.2097168246609939,2
0.6902490559310076,-0.2598716992740784,2
2.193195860207476,0.2459874015669272,2
-1.043099895655981,0.9128830412089931,1
0.1357506671153075,-1.400338726529349,2
-0.25371245832966693,-0.08411527091779418,2
-0.49983195938938113,0.6732226416100772,2
-0.46762173697801457,-0.7996209118938932,0
-0.6515792037167228,-0.2846478932332822,0
-0.07401249605804508,-1.593802157396957,2
-0.8964789782510821,0.265671692557464,0
-0.10807798071062576,-1.8655089233646027,2
-1.0286597959425834,0.3765089108476625,0
0.8690671234215142,-0.7191563837807569,1
0.6882557639306313,-0.2164497903995547,1
0.7444288369027556,-0.6377269026590895,1
0.16047390042349266,1.4368048621039105,1
-0.4146823023491606,2.332035339415879,0
0.6232700487785383,-0.772126421464717,1
1.2295112138914985,0.23145121145579453,2
1.364433900399479,-0.4968644643768747,2
1.1981424667177774,-0.05076992232478336,2
0.5102959334830036,1.2838313104756258,0
1.2689095303662068,-0.7312105677469314,2
1.2858518124399465,-0.9995299047940933,2
1.0886457239988958,-0.4329015497557504,2
1.0575359007811957,-0.5138694989941449,2
1.9154638300824243,1.6350932647216059,0
2.8585680594035154,0.39087604882454036,2
1.7862418232954922,3.1880472805310296,0
0.717796986631454,1.2517996564822667,0
1.3114749300199064,-0.1201710515183854,1
0.4699735316410837,1.8135184429453097,0
1.2572727088461244,-0.31336626195051337,1
0.48355023154767035,1.3560585379369026,0
1.005092705078213,0.26533836633108726,1
0.9673427714240592,0.21025968662477415,1
0.2853210148777515,1.522150572196022,0
1.14858067872234,-0.9008981093713035,1
0.7241634863958306,0.551608510112016,1
0.8138595613357115,-0.00037215621832935325,1
0.42339277352461024,0.1747687850207028,0
0.9303476648043476,-0.8590755480992128,1
0.8047079937129402,-0.571479038380409,1
0.1512243720285211,0.6291438987956236,0
0.5636158647169404,-0.036005163751922975,1
0.2958410335152352,-0.33923053350657884,0
0.7598027424076137,-1.205447822239264,1
-0.3816736155178534,1.8978205000008286,0
0.5901273944347534,-0.9484223726354538,1
0.6719889378721327,0.9790306638224251,0
0.5950718806865211,1.0766615252608873,0
1.0618201445897155,0.1995796772062937,2
1.1989868887564032,-0.5374854033430129,2
0.9349507539499883,0.28970805821744167,2
0.8875319124684423,0.27232769139608515,2
1.189794619426904,-1.1084335927444864,2
0.09115758681332937,1.8278075617721974,0
0.8717875526891629,-0.273074411494299,2
1.1515670404582667,-1.5661753883083183,2
0.6846598454244455,0.0519964174749962,2
1.5230594806838227,-1.2561312021032702,2
1.1871219877643064,-0.14859998746986225,2
2.7483209158946744,-0.5853020992844248,2
1.1831617699649382,0.3819469537806468,0
-0.29432353654775834,-0.5526820621547015,1
-0.7051049805446421,-0.29833587056958477,0
-0.7324075878145997,-0.3941478560301173,0
-0.4349281978215486,-0.6112636474976957,1
-0.7845476607011848,-0.5953832208140888,0
-0.3555872658531629,-1.3251331326947082,1
-1.3665846338581011,1.2694078467320373,0
-0.5472868346329788,-0.9822369744390423,1
-0.47027559293957655,-1.4847604713397138,1
0.6770484508505046,1.3094206717983568,0
1.3788522902415186,-0.4841244199110932,2
0.7660453868621316,0.5579031845582016,0
1.2639204395466948,-0.44053957038801567,2
1.1156444551999498,-0.0646858515929313,2
0.9803677675260536,0.2604846295494969,2
1.2148378055685414,-0.8559583582825895,2
0.6634808015622086,-0.05351908940080455,0
0.7693006421962475,0.47663066226309203,2
1.1392782134206985,-1.168145563961132,2
0.21769103236677734,1.077792112698367,0
1.1748915032028768,-1.7115244036494153,2
1.3954391555535626,-2.7736851021801545,2
0.5462537098159755,0.33495960513548334,2
0.7136615991815015,-0.5200133274749906,2
0.7708483584532245,-0.9452427230711299,2
0.48226848095914066,-0.02235513475662859,2
0.58347022827916,-0.6191955148293609,2
-0.21089790924477914,1.13072509418055,0
0.7385568922812004,-1.628391665341621,2
-0.16495493827251817,-0.6336713918028738,1
-0.3353419773978651,-0.1716084055144608,1
-0.7644061839416957,0.15402084256474174,0
-0.4981999957238766,0.058836810762599896,1
-0.6998933644176311,-0.5020349957966537,0
-0.8598427756215549,-0.08066750171716218,0
-1.465482998179078,2.0784134917872397,0
-0.1976458766902735,-1.92205094932016,1
-1.185249672049044,0.5812803260887907,0
-1.5742736400900537,1.8957915414436186,0
-0.9984727628209749,-0.5514736037775465,0
-1.2722316014435588,0.3136279170066687,0
-1.229723446201585,-0.0543707533301148,0
-1.5148751784793715,0.8551507657978658,0
-1.661535627927351,1.2247056407961778,0
-0.7503005035904105,-1.385395596522747,1
-1.4601903221414307,0.0351506759552391,0
-1.4281228208333958,-0.29214070398724684,0
-1.522279395569337,-0.12729431643147937,0
-0.7438883640977296,-2.2194468601485204,1
1.6830257043920978,1.1385841796729042,2
-0.36459530451335637,-0.13133132695946817,1
-0.24940663250094078,-0.7827056288323658,1
-0.5697431085320854,0.2639984451890487,1
-0.923343091325796,0.29539860666010836,0
-0.41902820458101114,-0.72815255594324,1
-0.4423552539327326,-0.8394649297588376,1
-0.9750000448760531,1.0350126039454608,1
-0.5470411758321455,-0.8358281525952994,1
-0.8183276613980774,0.01963385763037262,1
-0.7409334215150657,-0.4843829191571549,1
-0.7004946356345312,-0.8443132807402546,1
-1.4920845086398258,0.8947750929261467,0
-0.7763317754293764,-0.9531556411941697,1
-1.4042492979723404,0.1477870816404194,0
-0.9175148717799296,-0.8072192448349661,1
-1.3195331302536792,-0.587040025943934,0
-0.8631817530049757,-1.4235852287923378,1
-1.0333632568052935,-0.962323608607533,1
-1.8346075646242042,0.814406648798799,0
-1.1889170562656253,-0.7603569685144803,1
2.9489288936781115,-0.14290960937258673,2
2.2232462500840176,1.3392116486610905,0
2.963399577535735,-0.6038550876537946,2
2.6316217015430183,0.4874581069935546,2
2.8566211306762628,-0.5920597198746249,2
2.730400216766765,-0.3021969900191047,2
1.8259706140856011,1.876844634946543,0
2.3230932805835165,0.8813353747011645,2
2.5903801856297073,-0.36305800238838704,2
2.910802714181747,-1.8146230058932242,2
2.3666526310678155,0.1047127591463504,2
2.1627010933686304,0.6976410915163822,2
1.5362003123783632,1.7930600502108862,0
2.4572807552137323,-0.8554273113561253,2
1.8865504123565096,1.1675428006287185,2
2.1589530874849467,-0.09679656256917127,2
1.4549287170857101,1.3008807878357398,0
1.5258002946771914,0.822295359479558,0
1.9471354007320523,0.12227585023534586,2
2.084077518092993,-0.6139134280251668,2
0.542417344509098,0.6662734037926679,0
0.3510534028905363,1.2101236868123542,0
1.2035252128190614,-1.1708639988757104,1
-0.12635671945355512,2.6669828732690224,0
1.1043876783756192,-1.1888599490125054,1
-0.27567015088109054,0.4770723284878102,1
-0.19646751303213306,-0.03399525006115567,1
0.3217472598434488,0.5039031238056844,2
0.9270584362060446,-2.058420361862618,2
0.6544369360038431,-1.1977532343307806,2
-0.12237117322895344,0.48370220233436517,0
0.3319892257720941,-0.3450803325615745,2
0.4915672066581857,-1.169525066435658,2
-0.34926987827001804,0.7615743220137803,0
0.05179286962835439,0.14059514641859938,2
0.07526734623544275,0.39586412716245445,0
-0.05539925944108839,0.7030602603573738,0
-0.35085462894493596,1.6527548524875146,0
